stem,frame_id,temporal_block,split,status,exclude_reason,source_image_path,source_annotation_path,source_mask_path,source_mask_scope,yolo_image_path,yolo_label_path,ego_track_count,total_track_count,switch_count,polygon_points,polygon_area_px,tags
nlb_fall_000039,39,0,test,usable,,images/nlb_fall_000039.png,annotations/nlb_fall_000039.json,masks/nlb_fall_000039.png,all_tracks,images/test/nlb_fall_000039.png,labels/test/nlb_fall_000039.txt,1,1,0,28,101513.0,"[""environment:station"", ""environment:urban"", ""light:auto_bright_dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""weather:cloudy""]"
nlb_fall_000040,40,0,test,usable,,images/nlb_fall_000040.png,annotations/nlb_fall_000040.json,masks/nlb_fall_000040.png,all_tracks,images/test/nlb_fall_000040.png,labels/test/nlb_fall_000040.txt,1,2,0,22,103233.5,"[""environment:station"", ""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:curve"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000041,41,0,test,usable,,images/nlb_fall_000041.png,annotations/nlb_fall_000041.json,masks/nlb_fall_000041.png,all_tracks,images/test/nlb_fall_000041.png,labels/test/nlb_fall_000041.txt,1,5,4,16,100771.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000042,42,0,test,usable,,images/nlb_fall_000042.png,annotations/nlb_fall_000042.json,masks/nlb_fall_000042.png,all_tracks,images/test/nlb_fall_000042.png,labels/test/nlb_fall_000042.txt,1,5,3,16,100879.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000043,43,0,test,usable,,images/nlb_fall_000043.png,annotations/nlb_fall_000043.json,masks/nlb_fall_000043.png,all_tracks,images/test/nlb_fall_000043.png,labels/test/nlb_fall_000043.txt,1,6,4,14,99744.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000044,44,0,test,usable,,images/nlb_fall_000044.png,annotations/nlb_fall_000044.json,masks/nlb_fall_000044.png,all_tracks,images/test/nlb_fall_000044.png,labels/test/nlb_fall_000044.txt,1,3,1,12,100326.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000045,45,0,test,usable,,images/nlb_fall_000045.png,annotations/nlb_fall_000045.json,masks/nlb_fall_000045.png,all_tracks,images/test/nlb_fall_000045.png,labels/test/nlb_fall_000045.txt,1,2,0,16,97295.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000046,46,0,test,usable,,images/nlb_fall_000046.png,annotations/nlb_fall_000046.json,masks/nlb_fall_000046.png,all_tracks,images/test/nlb_fall_000046.png,labels/test/nlb_fall_000046.txt,1,2,0,14,100853.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000047,47,0,test,usable,,images/nlb_fall_000047.png,annotations/nlb_fall_000047.json,masks/nlb_fall_000047.png,all_tracks,images/test/nlb_fall_000047.png,labels/test/nlb_fall_000047.txt,1,2,0,12,101531.0,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
nlb_fall_000048,48,0,test,usable,,images/nlb_fall_000048.png,annotations/nlb_fall_000048.json,masks/nlb_fall_000048.png,all_tracks,images/test/nlb_fall_000048.png,labels/test/nlb_fall_000048.txt,1,2,0,16,102351.5,"[""environment:urban"", ""light:auto_bright_dark"", ""light:dark"", ""light:natural"", ""time_of_day:twilight"", ""track_layout:straight"", ""weather:cloudy""]"
